frame_number,id,group_name,group_num,x,y,width,height,isDeputy,confidence,isGT,Pitch,Roll,Yaw
125,0,0,0,0.50347,0.34722,0.24306,0.32407,-1,1.00000,-1,-3.19241,-3.09515,-16.53512
131,0,0,0,0.50000,0.34259,0.24931,0.33148,-1,1.00000,-1,-7.13987,-0.82269,-18.20543
137,0,0,0,0.49514,0.34259,0.25903,0.34537,-1,1.00000,-1,-7.16379,-2.00364,-18.25592
143,0,0,0,0.49722,0.34722,0.25208,0.33611,-1,1.00000,-1,-3.18468,-2.89313,-15.66513
149,0,0,0,0.49167,0.32037,0.26458,0.35278,-1,1.00000,-1,-4.96586,-0.55899,-19.98134
155,0,0,0,0.49722,0.30833,0.26319,0.35093,-1,1.00000,-1,-3.53261,-1.00177,-17.85128
161,0,0,0,0.49722,0.30833,0.25972,0.34630,-1,1.00000,-1,-3.36350,-1.65722,-16.00112
167,0,0,0,0.49514,0.31944,0.26389,0.35185,-1,1.00000,-1,-5.77983,0.15258,-17.50114
173,0,0,0,0.49653,0.32222,0.26250,0.35093,-1,1.00000,-1,-5.44634,-1.23129,-17.89741
179,0,0,0,0.49931,0.31481,0.25347,0.33796,-1,1.00000,-1,-4.35565,0.72256,-18.12892
185,0,0,0,0.49583,0.30278,0.26181,0.34907,-1,1.00000,-1,-2.85501,-1.48590,-19.47308
191,0,0,0,0.49653,0.30000,0.26181,0.34907,-1,1.00000,-1,-2.34626,-2.36319,-20.16163
197,0,0,0,0.48889,0.31944,0.26944,0.35926,-1,1.00000,-1,-6.40798,-2.48751,-17.92075
203,0,0,0,0.49028,0.31944,0.26458,0.35278,-1,1.00000,-1,-5.85854,-0.13432,-20.30886
209,0,0,0,0.49931,0.32870,0.25417,0.33889,-1,1.00000,-1,-5.13005,-1.34993,-18.38180
215,0,0,0,0.51181,0.33796,0.22778,0.30370,-1,1.00000,-1,-3.21561,-2.39114,-17.60823
221,0,0,0,0.48750,0.32130,0.26736,0.35648,-1,1.00000,-1,-4.73501,-2.36006,-19.87045
227,0,0,0,0.50000,0.34722,0.24653,0.32870,-1,1.00000,-1,-5.42099,-3.51994,-16.28782
233,0,0,0,0.49097,0.34444,0.26389,0.35185,-1,1.00000,-1,-3.91965,-3.29020,-16.28415
239,0,0,0,0.48889,0.34074,0.26944,0.36019,-1,1.00000,-1,-5.29675,-3.04828,-16.04768
245,0,0,0,0.50278,0.36944,0.24306,0.32500,-1,1.00000,-1,-6.58842,-4.36850,-15.86847
251,0,0,0,0.49792,0.36759,0.24931,0.33241,-1,1.00000,-1,-5.78810,-4.39775,-15.41022
257,0,0,0,0.50208,0.37500,0.24236,0.32222,-1,1.00000,-1,-6.35070,-3.02952,-17.75048
263,0,0,0,0.50208,0.37315,0.24236,0.32315,-1,1.00000,-1,-6.72339,-3.51826,-16.44241
269,0,0,0,0.50139,0.37593,0.23958,0.31944,-1,1.00000,-1,-6.87885,-3.70212,-17.94796
275,0,0,0,0.49792,0.37222,0.24236,0.32315,-1,1.00000,-1,-6.39387,-3.51218,-18.74068
281,0,0,0,0.48403,0.31296,0.27778,0.37130,-1,1.00000,-1,-1.50369,-3.23881,-15.35850
287,0,0,0,0.48125,0.30370,0.27500,0.36667,-1,1.00000,-1,-6.96034,-1.01856,-21.02459
293,0,0,0,0.48889,0.32407,0.26181,0.35000,-1,1.00000,-1,-6.94157,-1.11978,-20.21704
299,0,0,0,0.49514,0.33333,0.25347,0.33704,-1,1.00000,-1,-2.51006,-6.22893,-16.03070
305,0,0,0,0.49236,0.32222,0.25278,0.33796,-1,1.00000,-1,-3.17093,-4.31142,-15.24086
311,0,0,0,0.48542,0.30278,0.26597,0.35463,-1,1.00000,-1,-4.61906,-1.42960,-19.82723
317,0,0,0,0.49236,0.31944,0.25278,0.33704,-1,1.00000,-1,-5.46020,-2.60896,-20.82139
323,0,0,0,0.49097,0.31759,0.25347,0.33796,-1,1.00000,-1,-3.30367,-4.13130,-18.01417
329,0,0,0,0.49167,0.31759,0.25417,0.33796,-1,1.00000,-1,-3.73607,-3.82004,-19.02772
335,0,0,0,0.49097,0.31759,0.25278,0.33704,-1,1.00000,-1,-4.27771,-2.93618,-16.82665
341,0,0,0,0.47986,0.31667,0.26667,0.35556,-1,1.00000,-1,-2.77946,-1.04882,-22.08536
347,0,0,0,0.51042,0.34907,0.24583,0.32870,-1,1.00000,-1,-2.17291,-1.16162,-17.90056
353,0,0,0,0.51389,0.34815,0.24931,0.33241,-1,1.00000,-1,-1.63519,1.07798,-16.48655
359,0,0,0,0.50972,0.35278,0.24931,0.33333,-1,1.00000,-1,-3.90513,-1.91739,-15.20096
365,0,0,0,0.50486,0.35556,0.24861,0.33148,-1,1.00000,-1,-2.75538,-2.45642,-15.23920
371,0,0,0,0.50069,0.35278,0.25208,0.33704,-1,1.00000,-1,-4.37510,-3.34821,-14.99825
377,0,0,0,0.49861,0.35093,0.25347,0.33889,-1,1.00000,-1,-5.56178,-3.09818,-15.26091
383,0,0,0,0.49514,0.34815,0.25764,0.34352,-1,1.00000,-1,-4.88288,-3.54114,-14.41183
389,0,0,0,0.48958,0.34259,0.26597,0.35463,-1,1.00000,-1,-2.69646,-3.00593,-13.00578
395,0,0,0,0.48750,0.34167,0.26875,0.35926,-1,1.00000,-1,-4.93879,-1.85792,-15.37573
401,0,0,0,0.48889,0.33889,0.26528,0.35370,-1,1.00000,-1,-5.27883,-2.72494,-13.72774
407,0,0,0,0.48611,0.31759,0.26528,0.35463,-1,1.00000,-1,-3.00996,-3.32626,-16.37794
413,0,0,0,0.48819,0.30093,0.27222,0.36204,-1,1.00000,-1,-6.74381,0.32386,-19.27619
419,0,0,0,0.48472,0.30463,0.27361,0.36389,-1,1.00000,-1,-6.81686,1.84816,-19.07720
425,0,0,0,0.49306,0.31389,0.26042,0.34815,-1,1.00000,-1,-3.97596,-1.35439,-15.20192
431,0,0,0,0.48542,0.31019,0.27778,0.37037,-1,1.00000,-1,-5.35634,-0.66592,-15.14465
437,0,0,0,0.48750,0.32963,0.26944,0.36019,-1,1.00000,-1,-6.45326,-0.59728,-15.68100
443,0,0,0,0.48681,0.32500,0.26875,0.35833,-1,1.00000,-1,-5.50783,-0.67970,-16.08867
449,0,0,0,0.48750,0.32037,0.27083,0.36204,-1,1.00000,-1,-5.84057,-1.55744,-15.21237
455,0,0,0,0.49236,0.32870,0.25625,0.34074,-1,1.00000,-1,-3.44679,-3.04408,-17.59931
461,0,0,0,0.49097,0.32315,0.25694,0.34259,-1,1.00000,-1,-4.20088,-2.39864,-17.77967
467,0,0,0,0.49653,0.32778,0.24514,0.32593,-1,1.00000,-1,-5.12093,-2.01361,-17.27070
473,0,0,0,0.48889,0.31852,0.26111,0.34907,-1,1.00000,-1,-6.26334,0.11815,-19.88964
479,0,0,0,0.48750,0.30370,0.27222,0.36389,-1,1.00000,-1,-5.47991,-0.90788,-14.29884
485,0,0,0,0.50278,0.29537,0.26250,0.35093,-1,1.00000,-1,-0.64385,-0.91573,-16.72022
491,0,0,0,0.49861,0.29167,0.26875,0.35833,-1,1.00000,-1,-2.56738,2.71449,-16.72922
497,0,0,0,0.49722,0.29907,0.26736,0.35648,-1,1.00000,-1,-3.21923,0.76977,-17.97570
503,0,0,0,0.49583,0.30000,0.26736,0.35648,-1,1.00000,-1,-1.86271,0.90457,-17.79810
509,0,0,0,0.50486,0.29630,0.26389,0.35185,-1,1.00000,-1,-0.77725,-0.32017,-15.72302
515,0,0,0,0.50417,0.29630,0.26111,0.34907,-1,1.00000,-1,-0.30123,-0.43078,-16.32239
521,0,0,0,0.50208,0.31852,0.26458,0.35278,-1,1.00000,-1,-4.32158,-1.42047,-16.77120
527,0,0,0,0.50347,0.34444,0.25208,0.33611,-1,1.00000,-1,-4.72083,-1.96463,-14.78863
533,0,0,0,0.43889,0.14630,0.21736,0.29074,-1,1.00000,-1,-3.44536,10.03581,-7.40661
539,0,0,0,0.43889,0.14630,0.22500,0.30093,-1,1.00000,-1,-5.97179,10.79875,-5.71910
545,0,0,0,0.44306,0.15278,0.22292,0.29815,-1,1.00000,-1,-3.41228,8.92911,-8.23818
551,0,0,0,0.44306,0.15648,0.22847,0.30463,-1,1.00000,-1,-3.64591,9.28007,-8.42807
557,0,0,0,0.44722,0.15926,0.22986,0.30648,-1,1.00000,-1,-3.53096,8.07651,-7.69898
563,0,0,0,0.45000,0.16204,0.23333,0.31111,-1,1.00000,-1,-3.35520,8.88629,-7.37697
569,0,0,0,0.45000,0.16667,0.23750,0.31667,-1,1.00000,-1,-3.55407,8.20645,-7.88197
575,0,0,0,0.45000,0.16852,0.24444,0.32500,-1,1.00000,-1,-2.79295,10.35211,-7.56824
581,0,0,0,0.45347,0.17130,0.24583,0.32778,-1,1.00000,-1,-2.10874,10.03594,-9.00207
587,0,0,0,0.45208,0.17222,0.25417,0.33796,-1,1.00000,-1,-4.55312,9.11420,-8.66012
593,0,0,0,0.45486,0.17593,0.25486,0.34074,-1,1.00000,-1,-2.84575,8.98528,-8.05579
599,0,0,0,0.45347,0.17870,0.26458,0.35278,-1,1.00000,-1,-4.83930,9.31735,-5.95182
605,0,0,0,0.45903,0.18241,0.26111,0.34815,-1,1.00000,-1,-3.04058,8.81985,-9.08662
611,0,0,0,0.45764,0.18519,0.27222,0.36389,-1,1.00000,-1,-6.42137,10.00543,-5.09319
617,0,0,0,0.46181,0.18981,0.27222,0.36389,-1,1.00000,-1,-5.73555,10.28407,-6.29296
623,0,0,0,0.45972,0.19074,0.28403,0.37870,-1,1.00000,-1,-4.48838,9.66998,-3.82086
629,0,0,0,0.46319,0.19630,0.28542,0.38056,-1,1.00000,-1,-5.70466,9.52231,-3.64771
635,0,0,0,0.46458,0.19630,0.28681,0.38333,-1,1.00000,-1,-4.10558,10.09422,-6.32168
641,0,0,0,0.46528,0.19630,0.29097,0.38796,-1,1.00000,-1,-3.54196,9.58791,-6.79182
647,0,0,0,0.46944,0.20185,0.29028,0.38611,-1,1.00000,-1,-3.22471,8.23073,-7.84188
653,0,0,0,0.46875,0.20556,0.29931,0.39907,-1,1.00000,-1,-4.13349,8.89341,-6.13737
659,0,0,0,0.47222,0.20741,0.30208,0.40278,-1,1.00000,-1,-3.68250,8.70116,-6.42710
665,0,0,0,0.47153,0.20741,0.30972,0.41296,-1,1.00000,-1,-4.81676,10.63462,-5.95624
671,0,0,0,0.47153,0.21389,0.31319,0.41759,-1,1.00000,-1,-5.10509,9.54892,-5.19562
677,0,0,0,0.47361,0.21481,0.31806,0.42407,-1,1.00000,-1,-5.45959,10.25098,-5.60924
683,0,0,0,0.47639,0.21759,0.32083,0.42778,-1,1.00000,-1,-3.59086,10.42780,-5.55848
689,0,0,0,0.47778,0.22315,0.32292,0.43056,-1,1.00000,-1,-5.33058,10.03851,-4.81573
695,0,0,0,0.47778,0.22315,0.33125,0.44167,-1,1.00000,-1,-5.34217,9.38780,-4.01685
701,0,0,0,0.47847,0.22778,0.33611,0.44815,-1,1.00000,-1,-6.02869,10.04362,-4.75278
707,0,0,0,0.48542,0.23241,0.33194,0.44352,-1,1.00000,-1,-4.08632,8.77725,-5.78279
713,0,0,0,0.48333,0.23333,0.34306,0.45648,-1,1.00000,-1,-5.00240,9.36428,-4.49884
719,0,0,0,0.48403,0.23333,0.34722,0.46389,-1,1.00000,-1,-4.35428,11.29775,-3.71213
725,0,0,0,0.48472,0.23426,0.34583,0.46204,-1,1.00000,-1,-3.49393,11.21233,-4.26782
731,0,0,0,0.48333,0.23333,0.34792,0.46389,-1,1.00000,-1,-4.83317,10.74116,-3.63091
737,0,0,0,0.48472,0.23426,0.34583,0.46111,-1,1.00000,-1,-3.49466,10.63723,-3.65314
743,0,0,0,0.48542,0.23426,0.34514,0.46019,-1,1.00000,-1,-3.67034,10.77286,-4.00804
749,0,0,0,0.48472,0.23426,0.34444,0.46019,-1,1.00000,-1,-3.54341,10.99118,-5.10699
755,0,0,0,0.40903,0.14907,0.14861,0.19815,-1,1.00000,-1,-8.78162,-5.20085,-21.65295
761,0,0,0,0.41389,0.15000,0.15208,0.20278,-1,1.00000,-1,-8.56966,-4.58587,-21.88169
767,0,0,0,0.41597,0.15000,0.15694,0.20926,-1,1.00000,-1,-10.49306,-5.08425,-20.42752
773,0,0,0,0.42014,0.14815,0.16111,0.21481,-1,1.00000,-1,-7.21388,-5.14803,-20.41295
779,0,0,0,0.42361,0.14907,0.16597,0.22037,-1,1.00000,-1,-8.91685,-4.21540,-20.08962
785,0,0,0,0.42917,0.14907,0.17014,0.22685,-1,1.00000,-1,-10.55390,-3.73160,-19.69789
791,0,0,0,0.43403,0.15093,0.16944,0.22593,-1,1.00000,-1,-7.86233,-4.94292,-20.45466
797,0,0,0,0.43750,0.15000,0.17361,0.23148,-1,1.00000,-1,-8.51117,-5.12675,-20.38073
803,0,0,0,0.44097,0.14907,0.17847,0.23796,-1,1.00000,-1,-6.39257,-5.47707,-19.20274
809,0,0,0,0.44583,0.15093,0.18264,0.24352,-1,1.00000,-1,-8.05289,-3.91018,-20.23393
815,0,0,0,0.45069,0.15093,0.18264,0.24352,-1,1.00000,-1,-6.95499,-5.09960,-20.00821
821,0,0,0,0.45625,0.15278,0.18472,0.24722,-1,1.00000,-1,-8.05005,-5.20863,-20.15068
827,0,0,0,0.46042,0.15185,0.18958,0.25278,-1,1.00000,-1,-7.62616,-5.38938,-19.79546
833,0,0,0,0.46458,0.15370,0.19167,0.25556,-1,1.00000,-1,-7.15437,-5.44622,-20.15334
839,0,0,0,0.46875,0.15463,0.19375,0.25833,-1,1.00000,-1,-8.03060,-5.32881,-20.76902
845,0,0,0,0.47292,0.15556,0.19653,0.26204,-1,1.00000,-1,-7.58518,-5.58992,-21.00356
851,0,0,0,0.47917,0.15741,0.19792,0.26296,-1,1.00000,-1,-7.73933,-5.67305,-22.02468
857,0,0,0,0.48194,0.15741,0.20278,0.26944,-1,1.00000,-1,-7.85160,-5.21897,-21.29222
863,0,0,0,0.48750,0.15926,0.20347,0.27222,-1,1.00000,-1,-7.56476,-3.90843,-22.18550
869,0,0,0,0.49167,0.15926,0.20764,0.27778,-1,1.00000,-1,-8.96339,-5.40370,-21.19664
875,0,0,0,0.49583,0.16019,0.20903,0.27963,-1,1.00000,-1,-7.32276,-4.30930,-21.23982
881,0,0,0,0.50000,0.16111,0.21250,0.28333,-1,1.00000,-1,-6.82749,-4.13705,-21.92657
887,0,0,0,0.50625,0.16204,0.21458,0.28611,-1,1.00000,-1,-8.40960,-5.34387,-22.01213
893,0,0,0,0.50972,0.16019,0.21944,0.29352,-1,1.00000,-1,-8.25519,-5.13262,-21.15927
899,0,0,0,0.51458,0.16389,0.22014,0.29352,-1,1.00000,-1,-8.21565,-3.52083,-23.29508
905,0,0,0,0.51806,0.16296,0.22500,0.30000,-1,1.00000,-1,-6.85083,-3.88662,-22.91212
911,0,0,0,0.52361,0.16667,0.22639,0.30185,-1,1.00000,-1,-7.01608,-3.27757,-22.05000
917,0,0,0,0.52778,0.16296,0.23194,0.30926,-1,1.00000,-1,-8.14012,-5.43903,-22.16641
923,0,0,0,0.53333,0.16667,0.23264,0.31019,-1,1.00000,-1,-6.89526,-4.60340,-23.87231
929,0,0,0,0.53750,0.16852,0.23403,0.31204,-1,1.00000,-1,-7.51217,-4.40005,-24.42199
935,0,0,0,0.44306,0.14259,0.04722,0.06296,-1,1.00000,-1,-2.41063,-15.32366,-58.22259
941,0,0,0,0.47639,0.15741,0.05069,0.06759,-1,1.00000,-1,8.65587,-16.60945,-32.62711
947,0,0,0,0.47778,0.13056,0.04792,0.06389,-1,1.00000,-1,-9.72622,-9.22063,-20.76723
953,0,0,0,0.47986,0.12407,0.05069,0.06759,-1,1.00000,-1,-7.54859,-4.75194,-13.11638
959,0,0,0,0.49653,0.12130,0.04861,0.06574,-1,1.00000,-1,4.82174,-9.09299,-38.03119
965,0,0,0,0.49236,0.11296,0.04931,0.06667,-1,1.00000,-1,-9.84646,-9.22899,-26.06355
971,0,0,0,0.48542,0.13519,0.04861,0.06481,-1,1.00000,-1,-3.98444,-5.24776,-27.72004
977,0,0,0,0.48681,0.13796,0.04514,0.06019,-1,1.00000,-1,-14.26984,-9.01050,-10.70500
983,0,0,0,0.51667,0.13611,0.04722,0.06296,-1,1.00000,-1,-9.84839,-8.11498,-24.36065
989,0,0,0,0.51319,0.14722,0.04792,0.06481,-1,1.00000,-1,-1.08899,-7.33864,-19.96642
995,0,0,0,0.50000,0.12963,0.04514,0.06111,-1,1.00000,-1,-5.41069,-13.63702,-20.56494
1001,0,0,0,0.50694,0.14074,0.04861,0.06481,-1,1.00000,-1,-12.50438,-10.64579,-16.61421
1007,0,0,0,0.50347,0.13241,0.05000,0.06759,-1,1.00000,-1,4.38324,-13.89904,-38.76997
1013,0,0,0,0.49722,0.12222,0.05208,0.06944,-1,1.00000,-1,11.69683,-24.83599,-73.61333
1025,0,0,0,0.24792,0.32037,0.03403,0.04537,-1,1.00000,-1,2.75840,7.88982,37.98893
1031,0,0,0,0.29028,0.33148,0.03264,0.04352,-1,1.00000,-1,1.82460,4.39147,34.60289
1043,0,0,0,0.36042,0.32963,0.03542,0.04722,-1,1.00000,-1,-6.57758,10.72707,28.53281
1049,0,0,0,0.40347,0.32963,0.03542,0.04815,-1,1.00000,-1,-0.56821,10.79734,39.51353
1055,0,0,0,0.43333,0.33241,0.03125,0.04167,-1,1.00000,-1,-7.52300,10.48263,34.06887
1061,0,0,0,0.45278,0.34537,0.03056,0.04074,-1,1.00000,-1,-16.37048,9.06004,31.19993
1073,0,0,0,0.48472,0.34074,0.02847,0.03796,-1,1.00000,-1,-8.56496,8.86919,52.22768
1079,0,0,0,0.48819,0.32685,0.03611,0.04815,-1,1.00000,-1,-5.47570,5.32615,25.84383
1085,0,0,0,0.49375,0.31019,0.04236,0.05648,-1,1.00000,-1,-4.91266,3.44643,16.38881
1091,0,0,0,0.50903,0.29815,0.04583,0.06019,-1,1.00000,-1,-2.44647,4.09505,4.39688
1097,0,0,0,0.52431,0.29722,0.04375,0.05833,-1,1.00000,-1,-5.57113,4.76042,5.48147
1103,0,0,0,0.53264,0.29907,0.04306,0.05833,-1,1.00000,-1,-0.20569,5.71540,7.07595
1109,0,0,0,0.52778,0.29815,0.04306,0.05833,-1,1.00000,-1,-1.83472,2.48150,0.30982
1115,0,0,0,0.51389,0.29722,0.04167,0.05556,-1,1.00000,-1,-3.22992,3.60518,10.72487
1121,0,0,0,0.38333,0.26574,0.15417,0.20556,-1,1.00000,-1,6.27501,0.33971,34.66975
1127,0,0,0,0.39236,0.26852,0.14653,0.19537,-1,1.00000,-1,8.63684,-0.37007,31.32937
1133,0,0,0,0.40139,0.26852,0.14514,0.19352,-1,1.00000,-1,10.10940,1.95220,38.63819
1139,0,0,0,0.40000,0.26481,0.15694,0.20926,-1,1.00000,-1,5.12958,0.70250,32.52648
1145,0,0,0,0.41181,0.28241,0.13958,0.18704,-1,1.00000,-1,2.51383,3.01392,36.14886
1151,0,0,0,0.41736,0.30000,0.14236,0.18889,-1,1.00000,-1,6.92572,8.21096,51.31818
1157,0,0,0,0.41458,0.29907,0.14097,0.18796,-1,1.00000,-1,3.80615,7.07744,50.66783
1163,0,0,0,0.40486,0.28796,0.14861,0.19815,-1,1.00000,-1,7.15481,7.10675,44.79000
1169,0,0,0,0.39444,0.27037,0.15347,0.20463,-1,1.00000,-1,8.50654,3.82463,39.41254
1175,0,0,0,0.39306,0.27315,0.13681,0.18241,-1,1.00000,-1,4.25365,2.61929,51.47350
1181,0,0,0,0.37569,0.26759,0.15625,0.20833,-1,1.00000,-1,11.50596,5.98103,43.53166
1187,0,0,0,0.37292,0.27407,0.15625,0.20833,-1,1.00000,-1,5.35145,1.11333,35.24410
1193,0,0,0,0.37778,0.27685,0.15000,0.20000,-1,1.00000,-1,5.99366,5.29140,39.62200
1199,0,0,0,0.37361,0.27407,0.15417,0.20463,-1,1.00000,-1,6.22151,5.61130,46.01715
1205,0,0,0,0.37500,0.27037,0.15000,0.20000,-1,1.00000,-1,3.89958,6.30117,47.21734
1211,0,0,0,0.37569,0.26759,0.14861,0.19815,-1,1.00000,-1,7.63143,6.39196,46.36423
1217,0,0,0,0.36875,0.26204,0.15972,0.21296,-1,1.00000,-1,10.02766,4.07778,39.93977
1223,0,0,0,0.36875,0.26574,0.15972,0.21296,-1,1.00000,-1,3.72439,3.43071,37.87747
1229,0,0,0,0.37292,0.26759,0.15069,0.20093,-1,1.00000,-1,2.12921,6.80654,39.85112
1235,0,0,0,0.37569,0.26019,0.15000,0.20000,-1,1.00000,-1,8.98945,2.44607,49.75995
1241,0,0,0,0.37778,0.26481,0.14583,0.19352,-1,1.00000,-1,5.91556,5.47906,61.03577
1247,0,0,0,0.37361,0.25926,0.15069,0.20093,-1,1.00000,-1,9.74616,5.04816,44.17103
1253,0,0,0,0.52986,0.36111,0.25069,0.33426,-1,1.00000,-1,-1.76477,-4.53593,-24.96022
1259,0,0,0,0.52569,0.35556,0.25486,0.33889,-1,1.00000,-1,-4.28722,0.82368,-17.93663
1265,0,0,0,0.52153,0.34722,0.26181,0.34907,-1,1.00000,-1,-2.89332,0.24344,-13.19270
1271,0,0,0,0.52153,0.35278,0.25972,0.34537,-1,1.00000,-1,-4.28940,-0.15410,-14.91217
1277,0,0,0,0.51736,0.35093,0.26181,0.34907,-1,1.00000,-1,-3.83637,-0.09331,-14.62433
1283,0,0,0,0.52569,0.36296,0.24931,0.33241,-1,1.00000,-1,-3.69817,-2.70878,-13.96204
1289,0,0,0,0.52083,0.35741,0.25625,0.34167,-1,1.00000,-1,-5.62956,-1.69037,-15.06285
1295,0,0,0,0.52222,0.35833,0.25486,0.33981,-1,1.00000,-1,-5.69828,-1.51935,-15.53780
1301,0,0,0,0.52222,0.35648,0.25417,0.33889,-1,1.00000,-1,-3.29484,-1.52597,-15.81577
1307,0,0,0,0.53750,0.35093,0.22222,0.29722,-1,1.00000,-1,-3.50177,1.82708,-17.88846
1313,0,0,0,0.51597,0.34074,0.26736,0.35556,-1,1.00000,-1,-3.10425,0.41551,-14.05385
1319,0,0,0,0.51944,0.33426,0.26111,0.34815,-1,1.00000,-1,-3.61490,1.11168,-17.37244
1325,0,0,0,0.51806,0.31574,0.26736,0.35648,-1,1.00000,-1,-1.37137,2.37272,-15.87032
1331,0,0,0,0.51250,0.32778,0.28194,0.37593,-1,1.00000,-1,-3.91151,-1.62943,-16.23848
1337,0,0,0,0.51736,0.34815,0.26667,0.35463,-1,1.00000,-1,-5.16200,-1.32651,-14.88000
